Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
Afro3dPrinter-3D打印机,@Afro3dP,2017-11-10T19:13:15.000Z,Someone say LASER does this amazing pocket sized  3d printer  have any more tricks up it’s sleeve...  #LASER ™,0,0,0,0
William Andrix,@WilliamAndrix1,2017-11-10T19:23:30.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Lindsay Winkfield,@Lwinkfield09,2017-11-10T19:50:33.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3Ders.org 3D Printing News,@3dersorg,2017-11-10T19:49:37.000Z,"Tumaker's Voladd desktop  3D printer  hits the market, expects to sell 3000 units by end of year http:// 110-spanish-company-tumaker-launches-800-euros-voladd-desktop-3d-printer-for-beginners.html … #3dprinting  @Tumakers",1,1,0,0
Raymond pierce,@Piercere,2017-11-10T19:48:24.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Floyd Pruitt,@FloydPruitt1,2017-11-10T19:47:03.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
FunnySocksShop,@FunnySocksShop,2017-11-10T19:19:44.000Z,Like and Share if you want this  Women Socks Unicorn  3D Print  Funny Socks Hot ...  https:// icorn-3d-print-funny-socks-hot-sale-printed-for-short-ankle-socks-female-low-cut-socks-spaort/ …,0,0,0,0
Ellen Silveira,@ellenbsilveira,2017-11-10T19:50:39.000Z,"Interesting article on global health, predictions with  3D printing  and insights on need for human-centric systems.  http://",0,0,0,0
Launchopedia,@Launchopedia,2017-11-10T19:21:02.000Z,Astroprint is Bringing  3D Printing  to the General Population http://,0,0,0,0
David Mendiola,@My31Girl,2017-11-10T19:38:37.000Z,"I just participated in an  #AmazonGiveaway  for SainSmart x Anet A8 Prusa i3  3D Print .... Check it out here:
  https:// 7993/?ref_=tsm_4_tw_p_ts-en-conf …",0,0,0,0
Mark Hoffman,@SparkyHoffman,2017-11-10T20:29:09.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Lisa,@LiCreighton,2017-11-10T19:50:11.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
FFJournal,@FFJournalUpdate,2017-11-10T19:45:25.000Z,"U.S. military deploys superalloys, fabrication training and  3D printing  to keep soldiers and citizens safe.  http://",0,0,0,0
Jenna,@jctot_17,2017-11-10T20:22:15.000Z,finishing AOTA Membership Appreciation Week with a webinar about  3D Printing  in  #OccupationalTherapy ! so cool!,0,3,0,0
Nexus Governance,@NexusGov,2017-11-10T19:55:03.000Z,I bought a  #CR -10  #3D  Printer  #VR #VRGames #Drone #Gaming http://  | Datacracy Marketplace -  https:// 10-3d-printer/ … https:// oads/2017/11/i-bought-a-cr-10-3d-printer.jpg … #3dPrinter #3dPrinting #Abs #Cr10 #Creality #CrealityCr10 #Diy  ...,0,0,0,0
Currently Creative,@CurrentlyCreate,2017-11-10T19:05:39.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http://,0,0,0,0
PaulG,@peejaygee_mcr,2017-11-10T20:12:31.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
George Emond,@budonice,2017-11-10T19:09:55.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
rmw5988,@rmw5988,2017-11-10T19:27:52.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
hundred twenty one,@10021design,2017-11-10T19:09:16.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http:// nted-jewelry-by-giulio-iacchetti-for-maison-203/ …,0,0,0,0
Scott McCombs,@dalwic69,2017-11-10T20:12:35.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Crystal Sky Day,@CrystalSkyDay,2017-11-10T19:21:08.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3D Printing News,@3DPrintGirl,2017-11-10T20:14:51.000Z,Toy Maker:  #3DPrint  Toys at Home with New App from AstroPrint https:// int-toy-maker/ … #3Dprinting,0,2,3,0
3D Open Hardware,@3DOpenHardware,2017-11-10T20:02:17.000Z,"LubiMenya meaning ""love you""  3D print  sweatshirt  http://",0,0,0,0
Paul Jack,@PaulJac97230115,2017-11-10T19:28:02.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
anthony,@wareanthony2000,2017-11-10T19:58:02.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Adrienne L.,@FromCAtoNevada,2017-11-10T19:57:50.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Juan Rivera,@JRR38531,2017-11-10T20:08:28.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Fabbing,@fabbing,2017-11-10T20:03:05.000Z,"Tumaker Voladd desktop  3D printer  hits the market, expects to sell 3000 units by end of year  http://",0,0,0,0
Charles Powers,@Charles16384,2017-11-10T19:56:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Scott White,@scottdwhite1991,2017-11-10T19:37:10.000Z,"3D4Makers and Perstorp Introduce Strong, Smooth New Facilan C8  3D Printing  Filament  https:// rs-perstorp-filament/ …",0,0,0,0
Zenith 4-2696,@Zenith42696,2017-11-10T19:21:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Heather,@baseballmom32,2017-11-10T19:54:11.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Mrs McFadyen,@McfadyenMrs,2017-11-10T19:59:14.000Z,3D printer  workshop success,0,6,0,0
Jason Roberts,@OldManRoberts,2017-11-10T20:18:36.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Ashley Erbeck,@iBeAdorkable,2017-11-10T20:02:55.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
T,@TozoiL,2017-11-10T19:28:13.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Claudette,@claudieg547774,2017-11-10T19:10:39.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
CastleCreekOutfitter,@CCOGuide,2017-11-10T20:26:23.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Steve Weber,@groogruxking40,2017-11-10T19:26:57.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Pink Floyd,@sjfloyd069,2017-11-10T19:34:27.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Oklahoma Manufacturing Alliance,@OKAlliance,2017-11-10T19:34:01.000Z,Moving from computer-aided design into production with advanced all-in-one machines will create great new opportunities for  additive  manufacturing  ...  http:// l-one-machine-manufactures-large-metal-parts …  via  @MachineDesign,0,0,0,0
Daniel W. Dieterle,@Cyberarms,2017-11-10T20:26:15.000Z,Metal  3D printing  at 100 times the speed and a twentieth of the cost  https:// al_3d_printing_at_desktop_metal/ …,0,0,0,0
3DMAD,@3dmad,2017-11-10T20:30:42.000Z,Toy Maker:  3D Print  Toys at Home with New App from AstroPrint  http://,0,0,0,0
Francisco Moreno,@Shadowolf44,2017-11-10T19:53:42.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Stacey Harman,@SMHarmanWA,2017-11-10T19:45:34.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
JZKitty Gaming,@JZKitty,2017-11-10T20:00:57.000Z,"Little Nightmares The Hideaway DLC out now, next chapter out February  https:// #Gaming #News #Trending #Tech #TechNews",0,0,0,0
Jen,@JennyJen85326,2017-11-10T19:21:39.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Faye Beebe,@dottie7744,2017-11-10T19:27:41.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Jodie Ross,@butterfly41832,2017-11-10T20:17:43.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3DGBIRE,@3DGBIRE,2017-11-10T19:30:19.000Z,End-use parts:  3D printing  a decorative light fixture | Ultimaker  http://,0,0,0,0
SeraphSinger,@SeraphSinger,2017-11-10T20:25:17.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Rev Jose Cuevas,@PastorJCuevas,2017-11-10T19:06:17.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
ricky doank,@rickydoank15,2017-11-10T19:10:25.000Z,Kangaroo Pocket  3D Print  Pullover Hoodie       http://,0,0,0,0
Crystal Rich,@Pokiemom,2017-11-10T19:59:27.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Mauro Bortolin,@Mauro_B_,2017-11-10T19:13:24.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  #Design http://,0,0,0,0
tony louie,@tonyfitness01,2017-11-10T19:44:49.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
D1g1t@l©0d3®,@edeiller,2017-11-10T19:38:01.000Z,"Farewell My Concubine: Designers  3D Print  Beijing Opera Costumes |  http://  …  https:// -opera-costumes/ … , see more  http://",0,0,0,0
Rex rocker,@Rexrocker1,2017-11-10T20:03:07.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Mark DeJesus,@boshek72,2017-11-10T19:44:44.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Kelly Guba,@KellyGuba1,2017-11-10T19:11:10.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Tori Amaral,@amaral_tori,2017-11-10T19:20:52.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
alan goldstein,@AlanAlan27,2017-11-10T19:46:05.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Pennee Janssen,@Pennee_J,2017-11-10T19:57:14.000Z,FlashForge  3D Printer http://,0,0,0,0
Richard_Cooper,@Cooper_R_A,2017-11-10T20:10:11.000Z,Sci-fi comes to life: engineers are  3D printing  space vehicles because it’s quicker & cheaper than building them!  http://,0,0,0,0
Eugene A.,@SullivanEugeneA,2017-11-10T20:01:44.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Tony Brown,@4ATT633,2017-11-10T19:29:08.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Abner,@warrblade,2017-11-10T19:18:25.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Chris Gonce,@cgonce82,2017-11-10T20:01:22.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Eric M. Keen,@EricMKeen2,2017-11-10T19:17:28.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Trishia Avery,@MsTrishia,2017-11-10T20:03:56.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Blane w no check,@blanemather,2017-11-10T19:14:41.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
The Maker's Movement,@MAKERS_MOVEMENT,2017-11-10T19:28:20.000Z,XYZprinting Announces Alliances with Three New  3D Printing ...  http://,0,0,0,0
Peppapot,@SUGARLIPS193,2017-11-10T19:19:36.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Caitlin Krause: wellbeing through wonder & awe,@CaitlinKrause_,2017-11-10T20:07:35.000Z,Shoutout to  3D printing  tech for learning... love it bc  @markbarnes19  talks about how to make it  #hack  friendly!  #latb17,0,0,0,0
Jeremy Bauer,@jbauer78,2017-11-10T19:31:42.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Eugene Public Library,@EugLibrary,2017-11-10T19:44:59.000Z,ICYMI: we've been demo'ing your  3D printer  @ the Downtown Library today! Come use it - or learn how - at Maker Hub Open Labs any day 1pm-5pm:  http://,0,0,0,0
America Makes,@AmericaMakes,2017-11-10T20:13:20.000Z,"[NEW] We have uploaded our most recent Webinar featuring  @lsu . This webinar focuses on the expertise, infrastructure and on-going R&D primarily in  additive manufacturing  as well as other advanced manufacturing and materials areas happening at LSU.  http://",0,0,0,0
Mickey Anderson,@MickeyAnderso12,2017-11-10T20:21:17.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
MakerBot,@makerbot,2017-11-10T20:00:03.000Z,"With MakerBot, Montclair School District students are experiencing  3D printing  from elementary through high school.  http://",0,2,1,0
Cpt Obvious,@SgtT8ie,2017-11-10T19:10:35.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Janet Ables,@janetables,2017-11-10T19:35:15.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Staffie,@PacettiTyler,2017-11-10T19:54:25.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
KardeaHeart755,@KardeaHeart755,2017-11-10T19:53:44.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
ALLEN JOHNS,@BASSETGUY2657,2017-11-10T19:30:19.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Andy Pinnix,@andy_pinnix,2017-11-10T19:25:12.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Bruce,@bearm429,2017-11-10T19:05:33.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Mark V,@LETHALWEAPONMV,2017-11-10T20:27:35.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
H,@Hachira_D,2017-11-10T19:36:50.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
jorge,@jpereze0114,2017-11-10T20:25:53.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Jr R Nahan,@info4uall,2017-11-10T20:16:45.000Z,"#3: GPJOY Night Light  3D Printing  Moon Lamp Rechargeable Lunar Night Light, Dimmable Touch Control Brightness Two...  http://",0,0,0,0
eSmartMe,@esmartme,2017-11-10T20:02:01.000Z,Make: How to Store  3D Printing  Filament  http://,0,0,0,0
Danny,@slipperyfox23,2017-11-10T20:10:23.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Joey,@josefdlange,2017-11-10T20:10:47.000Z,"HA NOW EVERYONE WITH A 3D CAPTURE RIG,  3D PRINTER , SILICONE MOLDING EQUIPMENT, AND A HI-RESOLUTION 2D PRINTER WILL BE ABLE TO HAXX YOUR IPHONE (...sigh...)",0,0,0,0
cluser,@cluser12,2017-11-10T19:19:34.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
ricky doank,@rickydoank15,2017-11-10T19:08:30.000Z,Kangaroo Pocket  3D Printed  Galaxy Hoodie - Green       http://,0,0,0,0
accesoriesmodern,@accesoriesmoder,2017-11-10T19:31:50.000Z,Actual.... <b> 3D print </b> purple: How To Prep Your Glass Bed For PLA  3D Printing  Filament…  https://,0,0,0,0
3D Open Hardware,@3DOpenHardware,2017-11-10T20:02:16.000Z,3D Print  data  http://,0,0,0,0
Debbie Price,@bunkonana,2017-11-10T19:39:18.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
We Are Programmers,@ProgramingPoint,2017-11-10T19:13:07.000Z,Meshmixer:  Additive Manufacturing  Job Preparation  http://,0,0,0,0
Daniel W. Dieterle,@Cyberarms,2017-11-10T20:27:18.000Z,World's first  3D-printed  metal gun 'more accurate' than factory-built cousin  https:// st_3d_printed_gun_more_accurate_than_commercially_produced_equivalent/ …,2,10,4,0
Matthew Lynch,@Lynch39083,2017-11-10T19:54:18.000Z,3D Printing  Activities to Try in Your Classroom,0,2,1,0
Matthew Lynch,@Lynch39083,2017-11-10T20:18:25.000Z,This high schooler broke out of his shell with the help of  3D printing http:// broke-shell-help-3d-printing/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …,0,0,0,0
Nikki,@nikkikatkins,2017-11-10T19:23:46.000Z,Gr. 5 builds 3D paper models in preparation for  3D printing  using Tinkercad  @brimmerandmay @meg_ship @BMSjoneslib #can 'twaitformiddleschool!,0,3,2,0
Android Headlines,@Androidheadline,2017-11-10T19:13:49.000Z,"GearBest Deals: Anet A8  3D Printer , Honor 9, And More https:// st-deals-anet-a8-3d-printer-honor-9.html …",0,0,0,0
CourtneyC,@CourtneyHunts,2017-11-10T19:56:40.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
GoNintendoTweet,@GoNintendoTweet,2017-11-10T19:45:53.000Z,"Fan-Art:  3D-printed , glowing Legend of Zelda: Breath of the Wild Guardian Shield/Sword, Master Sword  https:// -fan-art-3d-printed-glowing-legend-of-zelda-breath-of-the-wild …",1,40,12,0
Brian Dennis Jr,@DMenace215,2017-11-10T19:38:01.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
The Maker's Movement,@MAKERS_MOVEMENT,2017-11-10T19:28:17.000Z,Winbo Introduces User-Friendly Desktop FDM-Value  3D Printer ...  http://,0,0,0,0
Susan Filgo,@sfilgo1,2017-11-10T19:11:33.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
M Khalid Munir,@khalid999,2017-11-10T19:32:28.000Z,"The fourth industrial revolution is here and the key technologies:

1  #AI 2  #IoT 3  #Blockchain 4  3D Print 5 Cloud
6 Mobile
7 Social
8 AR/VR
9 Autonomous cars
10 Robotics ",0,0,0,0
CLUB_KEV,@KevinDClinton,2017-11-10T20:19:38.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Leigh Dupee,@ldupee1,2017-11-10T19:26:57.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Brandon Pratt,@Bmilopratt,2017-11-10T20:03:19.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Leland Downs,@LeeDowns,2017-11-10T19:48:39.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Harry Spruill,@whatthaH,2017-11-10T20:29:15.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Prime Imaging,@PrimeImaging,2017-11-10T19:08:02.000Z,Nano Dimension Continues to Show Off DragonFly 2020 Pro  3D Printer  and Opens First Customer Experience Center  http://,0,0,0,0
Wokstation,@WokStation,2017-11-10T19:52:14.000Z,That Aldi  3d printer  has a 200x200x180 print area for £300. Really wish I had £300.,0,0,0,0
