Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
James Thomas,@JamesTh55911662,2017-11-10T19:15:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Nikki Manty,@ncrash_30,2017-11-10T19:12:00.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
"Charles Williams, PhD (My views are my own)",@cwilliamszf,2017-11-10T20:29:03.000Z,ScreenCube: A  3D Printed  System for Rapid and Cost-Effective Chemical Screening in Adult Zebrafish.  http://,0,0,0,0
Lynnette James,@LynnetteJames44,2017-11-10T19:17:27.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart ! #GiveToEmpowerhttps://giveaway.amazon.com/p/7fec11ed05ec7993#giveaway",0,0,0,0
Linda Gilbert,@montjoy531,2017-11-10T19:53:01.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Vivian Meth,@VivianOjeda5,2017-11-10T19:39:50.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Terri Nakamura,@terrinakamura,2017-11-10T20:10:01.000Z,Decor on Demand: 14  3D-Printed  Home Accents  http:// #3DPrinting #Design,0,0,0,0
Ray Adams,@nuffrespect_411,2017-11-10T19:12:49.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Alan Warrick,@AlanWarrick2008,2017-11-10T20:21:47.000Z,3D Printing  - Custom Lithium Battery box:  http://  via  @YouTube,0,0,0,0
3D Printing,@Just_Print_It,2017-11-10T19:47:46.000Z,Materialise Magics  3D Print  Suite Boosts Automation with Latest Release  https:// gics-3d-print-suite-boosts-automation-latest-release/ … #3dprinting,0,0,0,0
Manon,@THEMANON20,2017-11-10T19:32:54.000Z,"Sure, if I had the hardware I'd  3D print  this Zelda: Breath of the Wild Guardian Shield  http://",0,0,0,0
Bruce Schwartz,@HogSchwartz,2017-11-10T19:49:37.000Z,A 5th grade class go to use our new Idea & Design Lab.  Using  @tinkercad  for their  3D printing  projects.  @thepeckschool,0,4,0,0
Dianyelo G Open for photoshoots & 3D printing,@DianyeloG,2017-11-10T19:42:44.000Z,http://,0,0,0,0
john gonzales,@kenshin7777,2017-11-10T19:14:39.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Marie Durand,@MarieSante20,2017-11-10T19:56:05.000Z,How far away are we from  3D printed  drugs and medical devices?  #esante #hcsmeufr #digitalhealth #3D4Health …   http://   …,0,0,0,0
Alan Warrick,@AlanWarrick2008,2017-11-10T20:22:02.000Z,I added a video to a  @YouTube  playlist  http:// 3D Printing  - Custom Lithium Battery box,0,0,0,0
UWStoutTechHelp,@UWStoutTechHelp,2017-11-10T19:30:48.000Z,"These are not in ranked order  #StoutTechTalk Live & Online Streaming 
Crowd-sourced Funding
Tablets
Mars Rover (Curiosity)
Augmented Reality Devices
Large Hadron Collider (LHC)
Solar Shingles
Gene Editing (CRISPR)",0,0,0,0
Fredy,@fredystereo,2017-11-10T20:14:08.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Continuum Health,@ContinuumPharma,2017-11-10T19:08:02.000Z,How far away are we from  3D printed  drugs and medical devices?  #esante #hcsmeufr #digitalhealth #3D4Health https:// rt-ups/p/4088040731/2017/11/02/how-far-away-are-we-from-3d-printed-drugs-and-medical-devices-esante-hcsmeufr-digitalhealth?utm_medium=social&utm_source=twitter …,0,2,3,0
3D Printing News,@My3DPrinting,2017-11-10T19:34:00.000Z,"MakeX Introduces Its First FDM  #3DPrinter , the MIGO https:// dm-3d-printer-migo/ … #3Dprinting",0,0,0,0
Eduardo Petroni,@lepetroni,2017-11-10T19:40:19.000Z,I liked a  @YouTube  video  http:// 3D Printing  The Webb Ellis Cup - Canon,0,0,0,0
Avi Reichental,@AviReichental,2017-11-10T19:59:58.000Z,XYZprinting announces three new partnerships aimed at industrial  3D printing https:// ng-announces-three-new-partnerships-aimed-industrial-3d-printing-124365/ …  via  @3dprintindustry,0,0,0,0
Eduardo Petroni,@lepetroni,2017-11-10T19:45:05.000Z,3D Printing  The Webb Ellis Cup - Canon  https://,0,0,0,0
The Maker's Movement,@MAKERS_MOVEMENT,2017-11-10T19:28:23.000Z,3D Printed  Reflector Improves WiFi Signal and Security in...  http://,0,0,0,0
Andres Diaz,@DiazSinaloa,2017-11-10T19:16:55.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Patricia Stowers,@Tausha6912,2017-11-10T20:25:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
teddy bear puppy,@BillBareuther,2017-11-10T19:48:02.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
MaryOurQueenSchool,@MOQSchool,2017-11-10T20:17:11.000Z,The  3D printer  in action.  http://,0,0,0,0
marimari,@marimarisisi,2017-11-10T19:05:28.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http://,0,0,0,0
Game Mats/PrinTerrain,@GameMatsDotCom,2017-11-10T20:15:51.000Z,"Hey UK friends interested in  #3Dprinting , Aldi is going to be selling this  3D printer . It’s a rebadge of the Wanhao I3 Plus and is a solid first printer that can be easily modded to be great.  #tabletop #wargaming #40K #AoS https:// aldi-is-going-to-sell-a-cheap-3d-printer-55-smart-tv-and-a-soundbar-but-youll-have-to-be-quick/ …",0,0,0,0
Horace Riddle,@ChanceeGardiner,2017-11-10T19:30:41.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Rich Hawkins,@richhomedesign,2017-11-10T19:11:11.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http:// 459 …,0,0,0,0
Bradley Hazlett,@bhaz66,2017-11-10T20:05:50.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
MaryOurQueenSchool,@MOQSchool,2017-11-10T20:17:32.000Z,Eighth grade results of using the  3D printer  to make fidget spinners.,0,0,0,0
3D Printing Industry,@3dprintindustry,2017-11-10T19:27:35.000Z,CfAM publishes breakthrough Multifunctional AM method for electronics -  http://  -  #3dprinting,0,2,2,0
Massimiliano Guastafierro,@mguastafierro,2017-11-10T19:05:00.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  #design #technology http://,0,0,0,0
Sam,@anewtype,2017-11-10T20:25:59.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Connor Renwick,@iConnorRenwick,2017-11-10T19:19:30.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  https:// ring-3d-printed-jewelry-by-giulio-iacchetti-for-maison-203/ …,0,0,0,0
Germaine Gregory,@GermaineGregor3,2017-11-10T19:25:16.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Mittens Fan,@mittens_fan,2017-11-10T19:12:01.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Edwin Guldemundt,@Edwinguldemundt,2017-11-10T20:08:53.000Z,"Van  3D print  naar marsepeinen figuren, gewoon leuk om samen te werken met een enthousiaste chocolatier # Herken de hand van de meester",0,3,1,0
Seth Ponder,@SethPonder,2017-11-10T20:32:30.000Z,My  3D printed  puzzle cube is ready for challengers.   #RHSpltw @PLTWorg #3DPrinter #TeamSouthBend @SBRileyhigh,0,6,1,0
Comedy Guys,@ComedyGuys101,2017-11-10T19:45:03.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Anthony Cipriano,@Abom83,2017-11-10T19:16:54.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Madison Cyrus,@madmattcy,2017-11-10T20:09:20.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
jared greenwood,@jaredgreenwood7,2017-11-10T19:21:56.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Moore Architecture,@moorearchitectu,2017-11-10T19:06:08.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http://,0,0,0,0
Karen Montalvo,@Karone84,2017-11-10T19:10:25.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Franc Coenen,@madeineuropenu,2017-11-10T20:25:06.000Z,#VShaper  gaat 5-assig FDM printen: Poolse 3D printerfabrikant toont op  @formnext_expo  concept van  3D printer  met geïntegreerde draaizwenktafel voor het werkstuk en automatische printkopwisselaar.  https://,0,0,0,0
Peter Gallo,@petergallo10,2017-11-10T19:36:48.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
geo,@geotogo2,2017-11-10T20:17:43.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Gold Tail,@gold_tail,2017-11-10T19:17:50.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Bruce,@yankfanwon,2017-11-10T19:30:51.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
TheArtRT's,@theArtRTs,2017-11-10T19:12:24.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http:// #design #inspiration #rt,0,0,0,0
robert koontz,@robert_koontz,2017-11-10T20:23:55.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
VickiCoffey,@ladybirdpeacock,2017-11-10T19:45:47.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Marlom Portillo,@marlomportillo,2017-11-10T19:33:28.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
richard washington,@richwash64,2017-11-10T19:52:12.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Chris Humenik,@chumenik1,2017-11-10T20:22:46.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Jon Ryan,@JonRyanistweet,2017-11-10T19:21:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Thresha Kilkenny,@ThreshaKilkenny,2017-11-10T20:27:40.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Lynnette James,@LynnetteJames44,2017-11-10T19:17:04.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Mathew Pundt,@pundt_mathew,2017-11-10T19:15:38.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Darrin Kennedy,@ddk1967,2017-11-10T19:25:56.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3DMAD,@3dmad,2017-11-10T19:30:32.000Z,"MakeX Introduces Its First FDM  3D Printer , the MIGO - When a company launches a new product on Kickstarter, it’...  http://",0,0,0,0
Szilard Pusztafalvi,@pjszilard,2017-11-10T20:03:27.000Z,I liked a  @YouTube  video  http://  Kodama Obsidian - The $99  3D Printer ?,0,0,0,0
Scifi Deals,@scifideals,2017-11-10T20:10:08.000Z,"Futuristic Crates, Terrain Scenery for Tabletop 28mm Miniatures Wargame,  3D Printed  and Paintable, EnderToys ( http:// ) - $9.99  #scifi #deals",0,0,0,0
Chris,@zroc350,2017-11-10T20:10:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
The Edvocate,@AdvocateforEd,2017-11-10T20:18:25.000Z,This high schooler broke out of his shell with the help of  3D printing,0,0,0,0
G Druckrey,@DruckreyG,2017-11-10T19:47:35.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Maggie Masouris,@maggie131,2017-11-10T19:23:19.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Wayne Summers,@wayneingolden,2017-11-10T19:08:19.000Z,Careers in  3D Printing  MatterHackers  http://,0,0,0,0
Wichitech Industries,@Wichitech,2017-11-10T19:49:18.000Z,"RT  @FFJournalUpdate : U.S. military deploys superalloys, fabrication training and  3D printing http://",0,0,0,0
3D Printing Tech,@MakerWatcher,2017-11-10T19:42:42.000Z,"Byron Auguste on Twitter: ""Our plan is? Oh. OK, I'll start: Re-configure defun…  https:// 28987990130487296 … , see more  http://",0,0,0,0
Charles Russo,@Charles_M_Russo,2017-11-10T20:03:38.000Z,Intelligent Layering Puts 3DEO on Fast  3D Print  Track  #3dprinting http:// igent-layering-puts-3deo-on-fast-3d-print-track/ …,0,0,2,0
"Glenn E. Dulaney, Jr",@glennedulaneyjr,2017-11-10T20:08:24.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
accesoriesmodern,@accesoriesmoder,2017-11-10T19:15:40.000Z,"MakeX Introduces Its First FDM  3D Printer , the MIGO: - MakeX Introduces Its First FDM 3D…  https://",0,0,0,0
Henry B,@Galahad1985,2017-11-10T19:12:21.000Z,Awesome couple creating  3D printed  rats for lab dissection |  @scoopit  via @MichaelODunham  http://,0,0,0,0
jennifer konkler,@jenniferkonkler,2017-11-10T20:32:07.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Design Milk,@designmilk,2017-11-10T19:08:14.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http://,1,6,1,0
Grave Impostor,@GraveImpostor,2017-11-10T20:13:39.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Kelly Ann,@KelzomommaAnn,2017-11-10T19:53:26.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Gary Weston,@GaryWeston11,2017-11-10T20:11:21.000Z,3D Printer  Farms And Robotics Start Pointing To Future Of Manufacturing - Forbes  http://,0,0,0,0
Galen E. Rice,@GalenRice,2017-11-10T19:32:17.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Judith King,@Jekyll_NC,2017-11-10T19:51:18.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
kcv,@kcv623,2017-11-10T19:44:07.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
thetechedvocate,@techedvocate,2017-11-10T19:54:18.000Z,3D Printing  Activities to Try in Your Classroom  http:// tivities-try-classroom/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …,0,0,0,0
Tom Scott,@TomScot10970910,2017-11-10T20:14:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Phra Nuntiyo,@PhraNuntiyo,2017-11-10T19:32:25.000Z,3D Printed  Sculptures Come Alive When Spun Under A Strobe Light http:// printed-sculptures-look-alive-when-spun-under-a-strobe-light/?src=fbfan_32233 …,0,0,0,0
Clayton,@cbisricher,2017-11-10T20:02:54.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
rando79,@rando79,2017-11-10T20:19:26.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Yelp007,@Yelp007,2017-11-10T19:43:49.000Z,A  3D Printing  Hand Gives Hope to a Pitiful Isabella Again  http:// hand-gives-hope-to-a-pitiful-isabella-again/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …,0,0,0,0
"Gail Davvis-Arts, Culture, Sports For The #SDGs",@GailDavvis,2017-11-10T19:30:48.000Z,"10 technologies of next decade:

1  #AI 2  #IoT 3  #blockchain 4 smart robotics  5  3D print ... by  #ValaAfshar",0,0,0,0
krossronin,@Krossroninn,2017-11-10T19:15:13.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Trevyn,@tippa_tone,2017-11-10T19:08:06.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http:// #TECH,0,0,0,0
0xa42be6b2,@0xa42be6b2,2017-11-10T19:17:01.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
reapers1,@Reapers90,2017-11-10T19:45:00.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Curso 3D Printing,@Curso3DPrinting,2017-11-10T19:54:18.000Z,"Tumaker Voladd desktop  3D printer  hits the market, expects to sell 3000 units by end of year  http://",0,0,0,0
kerslacr,@kerslacr,2017-11-10T19:15:47.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Inventory Solution Sinc,@Inventorysolut,2017-11-10T19:08:31.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http:// nted-jewelry-by-giulio-iacchetti-for-maison-203/ …,0,0,0,0
kdj617,@kdj617,2017-11-10T20:28:10.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Thomas Chambers,@Trumppoll,2017-11-10T20:30:59.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Stephen Rinehart,@StephenRinehar5,2017-11-10T19:23:26.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Poi Boi,@Kawika_Keala,2017-11-10T19:40:03.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Just a Nerdy Viking,@Heyitslostboy,2017-11-10T20:04:09.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
David Crofts,@dbcrofts,2017-11-10T19:47:43.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Nexus Governance,@NexusGov,2017-11-10T19:17:40.000Z,#3D  Print Dump Truck Toy - ...  #VR #VRGames #Drone #Gaming http://  | Datacracy ... - ...,0,0,0,0
Eric Kidd,@ebkidd73,2017-11-10T20:31:18.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Basque Design Museum,@basque_design,2017-11-10T19:18:10.000Z,designmilk: Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http://,0,0,0,0
3DEO,@3DEOinc,2017-11-10T20:23:19.000Z,Intelligent Layering Puts 3DEO on Fast  3D-Print  Track  http:// igent-layering-puts-3deo-on-fast-3d-print-track/ …  via  @DEeditor,0,0,0,0
Louis Meister,@louis504842,2017-11-10T19:19:49.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
NuclearQueso,@NuclearQueso,2017-11-10T20:25:54.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Jennifer Maxwell,@JM411,2017-11-10T19:49:51.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Susan Gourdin,@Glambertgirl,2017-11-10T19:36:57.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
jodi marinich,@jodim1970,2017-11-10T19:55:57.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
ProcessBarron,@processbarron,2017-11-10T20:23:03.000Z,"3D printing  may soon include stainless  #steel , which would do wonders for future large-scale projects! http:// d-printing-doubles-strength-stainless-steel …",0,0,0,0
b3buy app,@b3buyApp,2017-11-10T19:44:07.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Dan Berg,@darem1995,2017-11-10T19:40:11.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http:// 459 …,0,0,0,0
3D Printing,@3dprinting3d,2017-11-10T19:15:15.000Z,Engineers at the  @UniofNottingham  have created a new method for  #3DPrinting  circuits. -->  http://,0,0,0,0
Jonathan webb,@TrueUndeadx,2017-11-10T20:10:00.000Z,"I just participated in an  #AmazonGiveaway  for SainSmart x Anet A8 Prusa i3  3D Print .... Check it out here:
  https:// 7993/?ref_=tsm_4_tw_p_ts-en-conf …",0,0,0,0
